0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.008,0,0
0.0055,0.224,0.1,0.5
0.0125,0.344,0.5,0
0.133,0.456,0.9,0.5
0.172,0.28,0.3,0
0.2265,0.072,0.7,0.5
0.2185,0,0.2,0.5
0.101,0,0.1,0
0.138,0,0.3,0
0.01,0,0.5,0.5
0.0295,0,0.6,1
0.012,0,0.5,0
0.09,0,0.5,0
0.0895,0,0.9,0
0.1485,0,0.6,0.5
0.124,0,0.4,0.5
0.1745,0,0.8,0.5
0.16,0,0.5,0.5
0.2325,0,0,0
0.261,0,0,1
0.1965,0,0,0
0.139,0,0,0
0.0275,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0.032,0,0
0,0.16,0,1
0,0.24,0,0
0,0.368,0,1.5
0,0.504,0.3,0.5
0.0035,0.296,0.2,0.5
0.072,0.352,0.4,0
0.164,0.464,0.2,0
0.301,0.416,0.1,0
0.2355,0.392,0,0
0.1255,0.16,0.1,0
0.0165,0.128,0.4,0
0,0,0.8,0
0,0,0.6,0
0,0,0.7,0
0,0,0.2,0.5
0,0,0,0
0,0,0.3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0.5
0,0.04,0,0.5
0,0.216,0,0.5
0,0.376,0,0.5
0,0.368,0,0
0,0.2,0,1
0,0.08,0,0
0,0,0,0.5
0,0,0,1
0,0,0,0
0,0,0,1.5
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0,0,0,1
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0.0085,0,0,0
0.039,0,0,0
0.134,0,0,0
0.1835,0,0,0
0.219,0,0,0.5
0.197,0,0,0
0.137,0.152,0,0
0.1365,0.192,0,0
0.0375,0.336,0,0
0.0375,0.152,0,0
0,0.088,0,0
0,0.008,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0.1,0
0,0.04,0.4,0
0.0305,0.28,0.4,0.5
0.0835,0.256,0.9,1
0.1895,0.392,0.6,0.5
0.243,0.128,0.5,1
0.255,0.128,0.5,0
0.149,0,0.2,0
0.02,0,0,0
0.0115,0,0.1,0.5
0.0005,0,0.5,0.5
0.0015,0,1.3,1
0,0,0.4,0.5
0.0105,0,0.5,0.5
0.0025,0,0.7,0.5
0.0465,0,0.4,0
0.0065,0,0.6,0.5
0.0435,0,0.7,0.5
0.071,0,0.4,1
0.1475,0,0.3,1.5
0.267,0,0.1,0
0.256,0,0,0
0.1855,0,0,0
0.0605,0,0,0
0.0105,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.056,0,1
0,0.176,0,0
0,0.28,0.1,1
0,0.384,0.5,0
0,0.304,0.3,0.5
0.0115,0.336,0.4,1
0.1115,0.28,1.1,0.5
0.1855,0.336,0.2,0
0.313,0.264,0.4,0
0.2215,0.24,0.1,0.5
0.1225,0.024,0.1,0
0.0135,0.008,0.7,0
0,0,0.4,0
0,0,0.4,1.5
0,0,0,1
0,0,0.2,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0.5
0,0.016,0,0
0,0.176,0,0
0,0.304,0,0.5
0,0.384,0,0
0,0.152,0,0
0,0.072,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0.5
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0.0005,0,0,0
0.0585,0,0,0.5
0.116,0,0,0
0.2065,0,0,0.5
0.2315,0,0,0
0.166,0,0,0
0.14,0,0,0
0.043,0.096,0,0
0.0315,0.24,0,0
0,0.272,0,0
0,0.232,0.1,0.5
0,0.128,0.3,0
0,0.016,0.4,1
0,0,0.3,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0.0005,0,0.2,0.5
0,0,0.1,0
0,0,0.3,0
0,0.008,0.2,0
0,0.08,0.6,0
0.0025,0.288,0.3,0
0.0915,0.32,0.4,1
0.1385,0.48,0.9,0.5
0.261,0.4,0.4,0.5
0.3035,0.2,1.2,0
0.158,0.056,0.3,1
0.0775,0,0.3,1
0.0005,0,0,0.5
0.0005,0,0,0.5
0,0,0,0
0,0,0.6,1.5
0,0,0.5,0.5
0,0,0.9,0.5
0,0,0.1,0.5
0,0,0.5,0
0,0,0.4,0
0.0005,0,0.6,0.5
0.0135,0,0.6,0.5
0.1595,0,0.5,0.5
0.1755,0,0.1,0
0.299,0,0,0.5
0.222,0,0,0
0.141,0,0,0
0.056,0,0,0
0.001,0,0,0.5
0.0015,0,0,0.5
0,0,0,0.5
0.0025,0,0,0
0,0,0,2
0.0045,0.08,0,1.5
0.0005,0.184,0,0.5
0.0035,0.272,0,1.5
0.0005,0.304,0.3,0.5
0.011,0.208,0.4,1
0.02,0.208,1.2,0
0.1515,0.152,0.7,0
0.2345,0.216,0.8,0
0.2565,0.024,0.6,1
0.2075,0.016,0,0.5
0.079,0,0.4,0
0.003,0,0.7,0
0,0,0.7,0
0,0,0.2,1.5
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1.5
0,0,0,0.5
0,0.024,0,0.5
0,0.184,0,0.5
0,0.32,0,0
0,0.32,0,0
0,0.168,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0.5
0.0005,0,0,0
0.0065,0,0,0.5
0.1,0,0,0
0.151,0,0,0
0.2675,0,0,0
0.2285,0,0,0
0.13,0,0,0.5
0.0845,0,0,0
0.007,0.016,0,0.5
0,0.136,0,0
0,0.2,0,0
0,0.256,0.1,0.5
0,0.176,0.7,0.5
0,0.08,0.6,0.5
0,0.008,0.8,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.1,0
0,0,0.2,0
0.0005,0,0.1,0
0.025,0,0.4,0
0.0065,0,0.1,0
0.0485,0.008,0.6,0
0.004,0.048,0.7,0
0.009,0.2,0.5,0
0.0105,0.232,0.7,0
0.133,0.52,0.5,1.5
0.167,0.44,0.4,1
0.297,0.24,0.8,1
0.232,0.136,0.5,1
0.15,0,0.4,0.5
0.0165,0,0.2,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0.3,0.5
0,0,0.1,0.5
0,0,0.1,0.5
0,0,0,1
0,0,0,0
0,0,0.3,0
0,0,0.3,0.5
0.0015,0,0.2,0
0.106,0,0.3,0.5
0.1775,0,0,0.5
0.2845,0,0,0
0.293,0,0,0
0.158,0,0,0
0.1365,0,0,0
0.028,0,0,0
0.077,0,0,0
0.028,0,0,2
0.106,0,0,1
0.0335,0,0,0.5
0.1135,0.04,0,0
0.033,0.216,0,0.5
0.117,0.264,0,1
0.0505,0.192,0,0.5
0.135,0.12,0.1,1
0.1035,0.112,0.9,0
0.1795,0.008,0.7,0
0.267,0.024,1,0
0.228,0,0.3,0.5
0.181,0,0.1,0
0.0355,0,0.4,0
0.0015,0,0.1,0
0,0,0.2,0
0,0,0.1,1
0,0,0,1
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0.136,0,0.5
0,0.32,0,1
0,0.296,0,0
0,0.144,0,0
0,0.048,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0.5
0,0,0,1.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0.001,0,0,0
0.0165,0,0,0.5
0.152,0,0,0.5
0.199,0,0,0.5
0.25,0,0,0.5
0.1845,0,0,1.5
0.116,0,0,0.5
0.0245,0,0,1.5
0,0,0,0
0,0.112,0,1
0,0.208,0,0
0,0.312,0.1,0
0,0.184,0.2,0
0,0.12,0.5,0
0,0,0.4,0
0,0,0,0
0,0,0.3,0
0,0,0.1,0
0,0,0.2,0
0,0,0.2,0
0.0095,0,0.5,0
0.021,0,0.7,0
0.154,0,0.3,0
0.1325,0,1,0
0.1955,0.016,0.2,0
0.107,0.104,1,0
0.1485,0.136,0.4,0.5
0.086,0.336,0.5,0
0.1845,0.28,0.5,0
0.223,0.272,0.5,1
0.2335,0.072,0.4,1
0.1765,0,0.8,0
0.082,0,0.3,1
0.003,0,0.1,1
0,0,0,1.5
0,0,0,0.5
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0.5
0.024,0,0,0.5
0.0945,0,0,0
0.161,0,0,0
0.256,0,0,0
0.2185,0,0,0
0.1935,0,0,0
0.136,0,0,0.5
0.182,0,0,0.5
0.1555,0,0,1
0.2025,0,0,1
0.158,0,0,0
0.187,0.04,0,0
0.1475,0.184,0,0
0.199,0.248,0,0.5
0.1585,0.24,0,0
0.2405,0.16,0.2,0
0.185,0.008,0.4,0
0.2605,0,0.5,0
0.277,0,1.2,0
0.214,0,0.5,0.5
0.142,0,0.6,1
0.074,0,0.1,1
0.0005,0,0.2,0
0.0015,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0,0.008,0,1
0,0.128,0,0
0,0.296,0,1.5
0,0.376,0,0
0,0.176,0,0
0,0.136,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.011,0,0,0
0.047,0,0,0.5
0.1535,0,0,0.5
0.222,0,0,0.5
0.2235,0,0,0.5
0.1445,0,0,1
0.04,0,0,0.5
0.0015,0,0,2
0,0,0,0.5
0,0.064,0,0.5
0,0.152,0,0
0,0.416,0.4,0
0,0.24,0.4,0
0,0.104,0.7,0
0,0,0.2,0
0,0,0.5,0
0.0005,0,0.7,0
0,0,0.8,0
0.021,0,0.8,0
0.009,0,0.9,0
0.1295,0,0.6,0
0.1285,0,0.5,0
0.2435,0,0.5,0
0.2405,0,0.7,0
0.3025,0.024,0.3,0.5
0.2225,0.168,0.3,0
0.2635,0.328,0,0
0.198,0.32,0.2,0.5
0.259,0.2,0.7,1
0.2615,0.112,0.8,0.5
0.238,0.008,0.5,0
0.161,0,0.7,0.5
0.0435,0,0.7,1
0.001,0,0,0.5
0,0,0.2,0.5
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0.5
0,0,0,0.5
0,0,0,1.5
0,0,0,0.5
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0.0035,0,0,0
0.0555,0,0,0
0.183,0,0,0
0.2215,0,0,0
0.242,0,0,0
0.2435,0,0,0
0.23,0,0,0.5
0.29,0,0,0
0.26,0,0,0.5
0.2545,0,0,0.5
0.26,0.008,0,0.5
0.239,0.048,0,0.5
0.268,0.184,0,0
0.2455,0.336,0,1
0.2935,0.216,0,1
0.249,0.176,0.2,0
0.253,0.016,0.4,0
0.2235,0,0.3,0
0.237,0,0.5,0
0.279,0,0.6,0
0.1765,0,0.4,1.5
0.1565,0,0.1,1
0.03,0,0,0.5
0.0245,0,0,1.5
0.001,0,0,0
0.0025,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0.008,0,0.5
0,0.16,0,0.5
0,0.256,0,0
0,0.376,0,0
0,0.272,0,0
0,0.12,0,0
0,0.016,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0.0005,0,0,0
0.043,0,0,0
0.119,0,0,0
0.1905,0,0,0
0.2695,0,0,1
0.15,0,0.1,0
0.1135,0,0.1,0.5
0.0105,0,0.2,0.5
0,0,0,0
0,0,0,0.5
0,0.008,0,0
0,0.12,0,0
0,0.144,0,0
0,0.248,0,0
0,0.136,0.2,0
0,0.072,0.5,0
0.001,0,0.7,0
0.0295,0,1.3,0
0.033,0,1.3,0
0.151,0,0.7,0
0.1125,0,1,0
0.225,0,0.7,0
0.2095,0,0.5,0
0.234,0,0.2,0
0.321,0,0.1,1
0.212,0.032,0,0
0.3075,0.208,0.1,0
0.2055,0.24,0,1
0.253,0.288,0.3,1.5
0.2355,0.168,0.4,1
0.278,0.032,0.3,1
0.239,0,0.7,0
0.1605,0,0.3,0.5
0.06,0,0.2,0.5
0.0055,0,0.3,1.5
0,0,0.2,0
0,0,0.2,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,1
0,0,0,0
0,0,0,0.5
0,0,0,0
0.0035,0,0,0
0.0125,0,0,0
0.1375,0,0,0
0.1685,0,0,0
0.276,0,0,0
0.261,0,0,0
0.1975,0,0,0
0.222,0,0,0
0.169,0,0,0
0.23,0,0,1
0.148,0,0,0.5
0.1705,0,0,0.5
0.152,0.04,0,0.5
0.167,0.256,0,0
0.1555,0.32,0,0.5
0.204,0.32,0,0
0.129,0.16,0,0.5
0.1945,0.008,0.2,0
0.152,0,0.3,0
0.2205,0,0.4,0
0.235,0,0.3,0
0.26,0,0.6,0.5
0.2235,0,0,0.5
0.152,0,0.2,0.5
0.148,0,0.2,1
0.0375,0,0,0
0.0355,0,0,0
0.0025,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0005,0,0,1.5
0,0,0,0
0.001,0,0,1
0,0,0,0
0.002,0,0,0
0.0015,0.008,0,0
0.0125,0.032,0,0
0.0005,0.2,0,0
0,0.264,0,0.5
0,0.408,0,0.5
0,0.24,0,0
0,0.08,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0.003,0,0,1
0.011,0,0,0
0.1155,0,0,0
0.1445,0,0,0
0.272,0,0.1,0
0.227,0,0.1,0
0.127,0,0.6,0
0.0595,0,0.3,0.5
0.001,0,0.5,0
0,0,0,0
0,0,0,0
0,0.008,0,0
0,0.032,0,0
0,0.192,0,0
0,0.264,0,0
0,0.184,0.1,0
0.004,0.168,0.2,0
0.0125,0.064,0.9,0
0.134,0.024,0.7,0
0.1455,0,0.6,0
0.2775,0,1,0
0.2445,0,1,0
0.257,0,0.6,0
0.2465,0,0.3,0
0.129,0,0,1
0.1675,0,0,1
0.1115,0.072,0,0
0.1715,0.176,0,0.5
0.0915,0.4,0,0.5
0.1605,0.328,0.2,0.5
0.1635,0.152,0.1,1
0.265,0.032,0.1,0
0.309,0,0.4,0.5
0.1815,0,0.3,1
0.122,0,0.4,0
0.0205,0,0.4,0.5
0,0,0.4,0
0,0,0.4,0
0,0,0.1,0
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0.0355,0,0,0
0.089,0,0,0
0.1745,0,0,0
0.238,0,0,0
0.2395,0,0,0
0.18,0,0,0.5
0.11,0,0,0
0.137,0,0,0
0.0715,0,0,0
0.127,0,0,0
0.0305,0,0,0
0.0705,0,0,0
0.022,0.008,0,0
0.0805,0.128,0,0
0.03,0.328,0,0.5
0.0845,0.336,0,0
0.0405,0.256,0,0.5
0.091,0.152,0,0
0.0465,0.024,0.3,0.5
0.143,0,0.4,0
0.1495,0,0.7,0
0.2545,0,0.8,0
0.2365,0,0.6,0
0.2375,0,0.4,0.5
0.2345,0,0.3,0
0.1375,0,0.3,0.5
0.1485,0,0,0
0.022,0,0,0
0.009,0,0,0
0,0,0,0
0.011,0,0,0
0.0015,0,0,0.5
0.0295,0,0,1
0.0055,0,0,0.5
0.028,0,0,1.5
0.0065,0,0,1
0.0795,0,0,0.5
0.0425,0,0,0.5
0.1015,0.128,0,0
0.0325,0.232,0,0.5
0.0265,0.368,0,1
0,0.264,0,0.5
0,0.224,0,0.5
0,0.072,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0,0,0.5
0,0,0,1.5
0.0315,0,0,0
0.042,0,0,0.5
0.147,0,0,0
0.19,0,0,0
0.2605,0,0,0
0.174,0,0.4,0
0.0955,0,0.4,0
0.0205,0,0.5,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.008,0.1,0
0,0.136,0,0
0,0.184,0.1,0
0,0.296,0.2,0
0.0375,0.352,0.3,0
0.086,0.216,0.5,0
0.2095,0.104,0.2,0
0.25,0,0.3,0
0.3085,0,0.7,0
0.2435,0,0.8,0.5
0.1495,0,0.9,0
0.131,0,0.3,0
0.0195,0,0,0
0.0325,0,0,0.5
0.002,0.072,0,0.5
0.0285,0.136,0,0.5
0.0035,0.304,0,0
0.039,0.232,0,1
0.0845,0.112,0,0
0.191,0.048,0.1,0
0.281,0,0,0.5
0.205,0,0.2,0
0.1885,0,0.2,0.5
0.108,0,0.7,0
0.0195,0,0.6,0
0.001,0,0.5,0
0.001,0,0.1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0005,0,0,0
0.012,0,0,0
0.1005,0,0,0
0.1645,0,0,0
0.2595,0,0,0
0.309,0,0,0
0.17,0,0,0.5
0.1355,0,0,0
0.0165,0,0,0.5
0.021,0,0,0
0.001,0,0,0
0.0095,0,0,0
0,0,0,0
0.0005,0,0,0
0,0,0,0.5
0.009,0.176,0,0.5
0,0.136,0,0
0.0035,0.4,0,1.5
0,0.384,0.2,0
0.0025,0.216,0,0.5
0.0005,0.088,0.5,0.5
0.0485,0,0.6,0.5
0.0405,0,0.7,0.5
0.1445,0,0.3,0
0.15,0,0.1,0
0.2285,0,0.8,0
0.235,0,0.8,0
0.254,0,0.2,0
0.1885,0,0.3,0
0.109,0,0.1,0
0.0975,0,0,0
0.0275,0,0,0
0.1305,0,0,0
0.0785,0,0,0.5
0.143,0,0,0.5
0.081,0,0,1
0.1475,0,0,0
0.1255,0,0,0.5
0.175,0.056,0,0
0.1875,0.08,0,0.5
0.2165,0.344,0,0
0.1225,0.24,0,1
0.144,0.352,0,0.5
0.014,0.224,0,1
0.0255,0.072,0,1
0,0.024,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.0005,0,0,0
0.0005,0,0,1
0.0335,0,0,0.5
0.0235,0,0,0
0.15,0,0,0
0.138,0,0,0.5
0.232,0,0,0
0.2375,0,0,0
0.2105,0,0,0
0.145,0,0.4,0
0.05,0,0.4,0
0.0065,0,0.5,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.1,0
0,0.048,0.1,0
0.0005,0.16,0.1,0
0.006,0.28,0.3,0
0.117,0.328,0.4,0
0.173,0.176,0.4,0
0.3195,0.12,0.2,0
0.3125,0,0.7,1
0.21,0,0.5,0.5
0.1755,0,0.9,1.5
0.0305,0,0.6,0
0.0175,0,0.3,0.5
0.0005,0,0,0.5
0,0,0,1
0,0.104,0,0.5
0,0.144,0,0
0,0.392,0,0
0.003,0.248,0,0
0.025,0.144,0,0
0.153,0.008,0,0
0.19,0,0.4,0
0.295,0,1,0
0.197,0,0.4,0
0.1885,0,0.3,0.5
0.112,0,0.8,0
0.0305,0,0.3,0.5
0.0545,0,0.7,0
0.0035,0,0.1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.008,0,0,0
0.0495,0,0,0
0.1575,0,0,0
0.2035,0,0,0
0.2705,0,0,0
0.236,0,0,0
0.116,0,0,0
0.0555,0,0,0.5
0.001,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0.5
0,0.088,0,0.5
0,0.168,0,0.5
0,0.328,0.3,0.5
0,0.36,0.2,0.5
0,0.272,0.4,1
0,0.136,0.4,0
0.001,0,0.2,0.5
0,0,0.6,0
0.023,0,0.5,0.5
0.025,0,0.6,0
0.1355,0,0.6,0
0.1515,0,0.3,0.5
0.264,0,0.5,0
0.261,0,0.1,0
0.186,0,0,0
0.186,0,0.1,0
0.1525,0,0,0
0.2215,0,0,0
0.143,0,0,0
0.227,0,0,0
0.1805,0,0,1
0.278,0,0,0.5
0.226,0,0,0.5
0.3,0.104,0,0.5
0.2655,0.128,0,0
0.2705,0.4,0,0
0.2385,0.528,0,0.5
0.2395,0.256,0,0.5
0.1585,0.2,0,0.5
0.1475,0,0,0.5
0.0305,0,0,0.5
0.029,0,0,0
0.0005,0,0,0
0.0025,0,0,0
0,0,0,0
0,0,0,0
0.0005,0,0,0
0.0265,0,0,0
0.035,0,0,1
0.1415,0,0,0
0.145,0,0,1.5
0.216,0,0,0
0.225,0,0,0.5
0.266,0,0,0.5
0.2445,0,0,0
0.207,0,0,0
0.1365,0,0,0
0.045,0,0,0
0.0005,0,0.1,0
0.0005,0,0,0
0,0,0,0
0,0,0.1,0
0,0,0,0
0,0,0.6,0
0,0.016,0.7,0
0.0005,0.064,0.3,0
0.033,0.128,0.8,0
0.1535,0.32,0.3,0
0.2225,0.208,0.2,0
0.325,0.08,0.1,0
0.297,0.008,0.1,0.5
0.1545,0.096,0.1,0.5
0.088,0.008,0.5,0.5
0.0055,0.008,0.1,0
0.0005,0,0,0.5
0,0.008,0,0.5
0,0.008,0,0
0,0.216,0,0.5
0,0.304,0,0
0,0.296,0,0
0.0005,0.224,0,0
0.0095,0.072,0,0
0.0845,0.024,0,0
0.1485,0,0.3,0.5
0.2905,0,0.6,1
0.264,0,0.5,0.5
0.2415,0,0.7,1.5
0.1995,0,0.7,0.5
0.1725,0,0.6,0
0.1375,0,0.4,0
0.051,0,0.1,0.5
0.0205,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0.0235,0,0,0
0.0945,0,0,0
0.2005,0,0,0
0.277,0,0,0
0.241,0,0,0
0.16,0,0,0
0.056,0,0,1
0.012,0,0,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.1,0
0,0.016,0,0
0,0.128,0.1,0
0,0.288,0.5,0
0,0.448,1,0.5
0,0.288,1,0.5
0,0.264,0.7,0
0,0,0.7,0.5
0,0,0.8,0.5
0.0005,0,0.6,1
0.001,0,0.2,0
0.025,0,0.8,0
0.0705,0,0.8,0
0.1485,0,0.7,0
0.222,0,0.5,0
0.2305,0,0.6,0
